"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"97205",25,1140,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+++","<66",390.01088253,4.39800349325113,50.8700912873157,5.96617464265746,"[25,29)"
"97207",30,1170,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",149.97558249,4.41291759803468,50.792934988544,5.0104724974456,"[29,33)"
"97215",29,1200,2,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","66-110",1640.6832937,4.42080965022475,50.8479827493696,7.40286807654686,"[29,33)"
"97221",51,1325,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",388.44915332,4.68001763137922,50.687011012499,5.96216228175704,"[50,56)"
"97222",45,1357,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",64.625841908,4.97209398063323,50.7483257032191,4.16861436033368,"[42,46)"
"97227",42,1390,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",5791.7843128,4.67743644017068,50.7483777947731,8.66419569456002,"[42,46)"
"97229",80,1390,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",7436.8057432,4.67743644017068,50.7483777947731,8.91419670004483,"[65,100]"
"97239",44,1440,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,4.27379751045739,50.6793117679836,7.26289458347995,"[42,46)"
"97252",26,1500,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+++","66-110",1363.4143863,4.23008740505436,50.7304297242521,7.21774741065532,"[25,29)"
"97276",34,1850,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",59.246552421,4.37431901237712,50.9405747540772,4.08170759133497,"[33,37)"
"97290",34,2000,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",155.77629097,4.38841821750176,51.215508128703,5.04842094579765,"[33,37)"
"97295",26,2000,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",150.37221213,4.38841821750176,51.215508128703,5.01311363467161,"[25,29)"
"97324",37,2640,1,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL","66-110",1630.8171314,4.45033782184932,51.1745790054527,7.39683647579549,"[37,42)"
"97342",50,2845,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",64.625841908,4.32524205704131,51.1072617440338,4.16861436033368,"[50,56)"
"97350",29,2930,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",214.99805404,4.49013121176676,51.3096505660512,5.37062897710996,"[29,33)"
"97355",57,2980,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",73.624376858,4.66002239359277,51.2577080269905,4.29897617820758,"[56,65)"
"97385",43,3290,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",483.49153072,5.07406465989096,51.0026583739561,6.18103379813187,"[42,46)"
"97411",47,3600,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",7027.5831125,5.48452019846175,50.967164084732,8.8575981294628,"[46,50)"
"97422",30,3600,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",991.57409909,5.48452019846175,50.967164084732,6.8992936794992,"[29,33)"
"97432",20,3640,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",7436.8057432,5.74987326685928,51.1530017651609,8.91419670004483,"[0,25)"
"97443",30,3740,1,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",1363.4143863,5.52192182171846,50.8719280999706,7.21774741065532,"[29,33)"
"97446",42,3830,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","66-110",132.02809129,5.32195380187377,50.8429598487409,4.88301471274797,"[42,46)"
"97461",69,4000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,5.55794515210474,50.6472499713739,7.26289458347995,"[65,100]"
"97483",46,4257,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","66-110",1611.307911,5.19266869827749,50.7037692664112,7.38480149526771,"[46,50)"
"97503",69,4600,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",64.625841908,5.67836420840814,50.7532369179409,4.16861436033368,"[65,100]"
"97521",44,4920,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL+","<66",215.79131332,5.69102614873746,50.4575470396329,5.37431179863108,"[42,46)"
"97559",34,5550,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+++","<66",1363.4143863,4.90506855032213,49.8506217069774,7.21774741065532,"[33,37)"
"97589",23,6000,1,"6-10","Male","Petrol","Thrice","Private","No","Yes","MTPL","66-110",1363.4143863,4.4383532510193,50.4167838476249,7.21774741065532,"[0,25)"
"97601",39,6220,2,"6-10","Male","Petrol","Twice","Private","No","Yes","MTPL+","66-110",226.599471,4.51778914086073,50.4710013956736,5.42318401408103,"[37,42)"
"97609",56,6240,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",64.625841908,4.53635373437469,50.4343388341818,4.16861436033368,"[56,65)"
"97615",42,6530,2,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL","66-110",5059.7547341,4.28068871297459,50.3395614527279,8.52907328958499,"[42,46)"
"97619",27,6530,1,"6-10","Male","Petrol","Twice","Private","No","Yes","MTPL","66-110",1363.4143863,4.28068871297459,50.3395614527279,7.21774741065532,"[25,29)"
"97625",50,6700,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+++","66-110",574.76592654,5.75804120882145,49.6774376097942,6.35396287363779,"[50,56)"
"97631",37,6790,2,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","66-110",863.33877873,5.79399859510852,49.5659720965387,6.76080717341485,"[37,42)"
"97647",28,7000,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+","66-110",136.44059604,3.95800996174605,50.456351410773,4.91588932605454,"[25,29)"
"97656",65,7060,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","66-110",390.7545631,4.03739830575778,50.5905346937175,5.96807964703251,"[65,100]"
"97657",38,7060,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",786.88841569,4.03739830575778,50.5905346937175,6.66808645398131,"[37,42)"
"97658",41,7060,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",856.19944521,4.03739830575778,50.5905346937175,6.75250334574287,"[37,42)"
"97664",26,7060,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",67.823668378,4.03739830575778,50.5905346937175,4.21691122514917,"[25,29)"
"97670",45,7090,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",160.78374017,4.13204101220912,50.6159904125073,5.08006023328629,"[42,46)"
"97675",69,7090,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL+","<66",1319.2645495,4.13204101220912,50.6159904125073,7.18482970083971,"[65,100]"
"97682",44,7100,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",334.65625844,4.16727576894823,50.4673715457051,5.81310391082106,"[42,46)"
"97687",46,7100,2,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","66-110",916.04094209,4.16727576894823,50.4673715457051,6.82006106028007,"[46,50)"
"97697",36,7130,2,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","66-110",2852.7586831,4.11090790204592,50.4249413041868,7.95604176407495,"[33,37)"
"97703",29,7160,2,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",6422.5989653,4.27688265863588,50.4617474399555,8.76757813802063,"[29,33)"
"97706",50,7300,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL+","66-110",248.98425628,3.77824668279185,50.4290655641455,5.51738966667458,"[50,56)"
"97724",26,7370,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",4286.0790433,3.77674345704923,50.3875215303007,8.36312761807065,"[25,29)"
"97734",45,7610,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",150.37221213,3.29564619054223,50.5527514610238,5.01311363467161,"[42,46)"
"97741",71,7800,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",150.37221213,3.77463496345669,50.6347780107297,5.01311363467161,"[65,100]"
"97749",25,7850,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","66-110",6826.5662533,4.01968244981599,50.6776658278814,8.8285770813879,"[25,29)"
"97750",66,7860,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",64.625841908,3.81682377252028,50.7078823189901,4.16861436033368,"[65,100]"
"97771",25,8300,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","66-110",59.990232995,3.31605817935192,51.3331353752976,4.09418176555478,"[25,29)"
"97776",36,8400,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",1506.9199477,2.91536259023205,51.2099252385326,7.31782307691032,"[33,37)"
"97782",27,8400,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",247.89352477,2.91536259023205,51.2099252385326,5.51299931836922,"[25,29)"
"97801",50,8670,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",70.376971683,2.67166141272762,51.1096416702579,4.25386610287734,"[50,56)"
"97807",72,8700,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1426.3793415,3.35322189446565,51.006509641951,7.26289458347995,"[65,100]"
"97822",62,8830,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","66-110",131.97851259,3.07183044889658,50.9894882237431,4.88263912592662,"[56,65)"
"97825",29,8870,1,"6-10","Male","Petrol","Once","Professional","No","No","MTPL+","66-110",532.62402733,3.19543521685576,50.9218851866706,6.27781578563676,"[29,33)"
"97837",31,9000,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","66-110",74.839055129,3.7078589016912,51.058541172233,4.3153398761124,"[29,33)"
"97841",57,9000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",3021.8716457,3.7078589016912,51.058541172233,8.01363166863484,"[56,65)"
"97849",70,9000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",68.393823485,3.7078589016912,51.058541172233,4.22528252062432,"[65,100]"
"97869",39,9150,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",59.990232995,4.28102315473967,51.1577781530427,4.09418176555478,"[37,42)"
"97876",35,9190,1,"6-10","Male","Petrol","Twice","Private","No","Yes","MTPL",">110",1426.3793415,4.01803094235955,51.2122393505282,7.26289458347995,"[33,37)"
"97900",25,9300,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","66-110",247.89352477,4.03635389965774,50.9417482183295,5.51299931836922,"[25,29)"
"97910",34,9400,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",1447.5990273,3.9920638209427,50.8234095122427,7.2776616197496,"[33,37)"
"97914",47,9470,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",59.246552421,4.05836323895366,50.8841952180153,4.08170759133497,"[46,50)"
"97920",64,9550,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","66-110",1429.7259041,3.88056550593707,50.8645331876862,7.26523802942732,"[56,65)"
"97922",48,9600,1,"6-10","Male","Petrol","Once","Professional","No","Yes","MTPL+",">110",1426.3793415,3.59685030024239,50.7496565854546,7.26289458347995,"[46,50)"
"97929",48,9820,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","66-110",3102.6353561,3.72987741717804,50.9745617105065,8.04000714420122,"[46,50)"
"97942",51,1000,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",883.61646905,4.35648858579462,50.8448418225847,6.78402310995307,"[50,56)"
"97943",34,1000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1290.8807409,4.35648858579462,50.8448418225847,7.16308000927518,"[33,37)"
"97944",36,1000,1,">10","Male","Petrol","Twice","Private","Yes","No","MTPL","<66",214.99805404,4.35648858579462,50.8448418225847,5.37062897710996,"[33,37)"
"97948",31,1030,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",449.92674746,4.37594326492189,50.861628301487,6.10908478609148,"[29,33)"
"97959",44,1050,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",563.73466469,4.36698780528209,50.8223368893053,6.33458368812317,"[42,46)"
"97975",50,1070,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",1426.3793415,4.28236829549573,50.8289657408843,7.26289458347995,"[50,56)"
"97979",29,1070,2,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",2499.8822506,4.28236829549573,50.8289657408843,7.82399890998706,"[29,33)"
"97985",48,1080,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1426.3793415,4.30807990267473,50.8553894662027,7.26289458347995,"[46,50)"
"97990",71,1082,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",1611.307911,4.28376885691113,50.8647124698852,7.38480149526771,"[65,100]"
"97993",49,1090,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL","<66",74.095374555,4.31078952102538,50.8815964170915,4.30535310869381,"[46,50)"
"98000",39,1090,1,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",2581.5879563,4.31078952102538,50.8815964170915,7.85615997551925,"[37,42)"
"98008",52,1160,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,4.42757951558676,50.8102713392462,7.26289458347995,"[50,56)"
"98037",39,1367,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",137.68006366,4.87547180231068,50.656851708715,4.9249326142797,"[37,42)"
"98050",85,1420,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1448.0452356,4.34807985922446,50.691982356108,7.27796981251295,"[65,100]"
"98065",37,1480,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",61.899013136,4.17980537326721,50.6900776832912,4.12550423668786,"[37,42)"
"98070",74,1480,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,4.17980537326721,50.6900776832912,7.26289458347995,"[65,100]"
"98074",67,1495,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",470.99769707,4.51619692860488,50.5625285325268,6.15485320455648,"[65,100]"
"98087",76,1630,2,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",2210.8136113,4.33521382838845,50.7677723333653,7.70111587667075,"[65,100]"
"98095",44,1700,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",1426.3793415,4.22888220249843,50.8588923610084,7.26289458347995,"[42,46)"
"98104",70,1790,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",150.37221213,4.10504866661618,50.9041116789888,5.01311363467161,"[65,100]"
"98113",18,1800,1,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",167.97265239,4.4232600706597,50.9301149422304,5.12380118275975,"[0,25)"
"98136",55,2000,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL","<66",74.839055129,4.38841821750176,51.215508128703,4.3153398761124,"[50,56)"
"98167",36,2000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1566.1912895,4.38841821750176,51.215508128703,7.35640202075112,"[33,37)"
"98188",56,2250,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",2406.1041302,4.87484755959063,51.1636345706767,7.78576417498297,"[56,65)"
"98200",37,2400,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",163.46099024,5.14223891015537,51.2337252810035,5.09657437006547,"[37,42)"
"98201",47,2460,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",734.9299329,4.93157868976974,51.2431163340047,6.59977516528095,"[46,50)"
"98206",58,2500,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL","<66",5638.1399061,4.56316135927208,51.1184547699808,8.63730948621186,"[56,65)"
"98244",35,2845,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",198.68666011,4.32524205704131,51.1072617440338,5.29172901147115,"[33,37)"
"98254",35,2870,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL","<66",134.20955431,4.29498612840606,51.0658738569509,4.89940241656373,"[33,37)"
"98256",68,2880,1,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",139.16742481,4.23230660214214,51.095402463485,4.93567770334449,"[65,100]"
"98263",38,2890,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",1560.4401597,4.22031802555056,51.0512116483077,7.35272321409957,"[37,42)"
"98266",46,2900,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",6.6931251689,4.49775917263257,51.2642195459716,1.90108090540785,"[46,50)"
"98278",66,3000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1701.8634156,4.69711028609935,50.8758536071319,7.43947905655947,"[65,100]"
"98292",70,3120,1,"0-1","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",70.798390675,4.69876495325672,50.9941115466561,4.25983626986223,"[65,100]"
"98317",45,3370,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",470.99769707,4.83210419220564,50.8351330940823,6.15485320455648,"[42,46)"
"98336",25,3550,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",59.692760765,5.27855047586123,51.019865749634,4.08921075282819,"[25,29)"
"98340",66,3600,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",13552.933944,5.48452019846175,50.967164084732,9.51435833010168,"[65,100]"
"98346",71,3630,2,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",447.02639322,5.65932244841685,50.9734663436712,6.10261763810537,"[65,100]"
"98359",36,3740,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",68.666506362,5.52192182171846,50.8719280999706,4.22926154558477,"[33,37)"
"98361",38,3830,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",1184.3856827,5.32195380187377,50.8429598487409,7.07697950792405,"[37,42)"
"98376",49,4000,1,"0-1","Male","Petrol","Once","Private","Yes","No","MTPL+","<66",1426.3793415,5.55794515210474,50.6472499713739,7.26289458347995,"[46,50)"
"98392",63,4040,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",649.4314562,5.61386402329344,50.6794631627318,6.47609729736227,"[56,65)"
"98439",49,4340,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+++","66-110",1573.6528846,5.44482162742771,50.6937983534123,7.36115487390718,"[46,50)"
"98448",80,4400,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",623.20432128,5.43052541861326,50.596887929955,6.43487442855047,"[65,100]"
"98467",69,4460,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",171.59189785,5.42918739446807,50.6377196223759,5.14511897061284,"[65,100]"
"98477",56,4500,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1612.1755384,5.21275122517591,50.5085989915919,7.38533981192705,"[56,65)"
"98481",49,4530,2,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",2582.058954,5.23206163917657,50.593412282426,7.85634240383377,"[46,50)"
"98487",72,4540,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",171.59189785,5.30087505693897,50.5529367432276,5.14511897061284,"[65,100]"
"98492",38,4570,1,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",130.78862367,5.22749768392815,50.4672055257671,4.87358246024055,"[37,42)"
